"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Highland County, Ohio",199.8,41611,43026,19.3,40.1,2.55,51.4,11.5,6.779300818
"Pennington County, South Dakota",159.7,48379,108702,14.1,37.1,2.46,49.9,4.8,5.830321072
"Marion County, Missouri",188.8,42088,28880,18,39.7,0.0243,47.7,7.2,4.673182651
"Cottle County, Texas",192.3,32722,1426,20.9,50.1,2.38,64.5,7.5,8.620689655
"Montezuma County, Colorado",147.9,44163,26168,16.3,43.4,2.44,52.4,9.5,4.020100503
"Van Buren County, Arkansas",178.9,32975,16771,22,47.1,2.44,53.3,11.2,4.153846154
"Upshur County, Texas",186.3,46346,40603,14.6,40.5,2.85,55.3,7.9,5.176056338
"Gallia County, Ohio",201,36675,30142,26.1,41,2.56,52.2,7.5,4.807405196
"Storey County, Nevada",132.6,55291,3987,8.4,54.7,2.2,53.5,10.3,1.17820324
"Granville County, North Carolina",188.4,49342,58674,15.9,41.4,0.0268,46.3,8.3,5.909161131
"Windham County, Vermont",183.7,49616,43386,12.9,45.8,2.21,50.7,6.8,3.546703589
"St. Charles County, Missouri",162.9,74220,385590,6.8,37.4,2.65,57.1,5.1,5.121121033
"Lauderdale County, Mississippi",161.9,38869,78524,21.7,37.5,2.56,42.8,9.6,5.340297394
"Fayette County, Kentucky",176,48552,314488,19.8,34.1,2.35,43.3,6.9,4.844986927
"Jeff Davis County, Texas",168,46364,2156,13.1,53.1,2.12,59.5,7.1,1.660795169
"Tyler County, Texas",188.1,40442,21347,19.3,42.8,2.39,53.5,11.5,6.233421751
"Clarke County, Virginia",197.4,70281,14363,8.2,45.7,2.55,50.7,6,6.678141136
"San Miguel County, New Mexico",158.2,32964,27967,25.5,42.5,2.51,33,6.4,5.744748568
"Baldwin County, Georgia",186.1,37008,45459,29.5,34.1,2.62,34.6,8.4,3.145390664
"Petersburg city, Virginia",224.4,32749,32477,25.8,39.5,2.44,29.5,13,4.372408594
"Wayne County, Utah",129.3,42366,2692,14.1,40.3,2.74,67.3,2.1,11.13360324
"Howard County, Arkansas",220.6,37336,13300,18.8,38.6,2.65,48,8.5,5.693717277
"Pembina County, North Dakota",177,56298,7091,8.9,47.2,2.14,60.2,3.5,8.209538702
"Stafford County, Kansas",126,45945,4236,14.1,43.7,2.35,63.1,2.6,6.165919283
"Gilmer County, West Virginia",209.9,32705,8518,28.9,38.4,2.4,43.2,9.4,2.328431373
"Tazewell County, Illinois",192.2,60490,134800,9.1,40.5,2.45,56.5,5.5,5.692199578
"Uintah County, Utah",133.2,65489,37928,9.6,29.7,3.22,57.2,5.1,9.686539644
"Wichita County, Kansas",177.6,53447,2157,11.5,35.7,2.79,60.6,3.1,7.061503417
"Cedar County, Iowa",147.9,61423,18340,7.9,42.1,2.37,60.1,3,5
"Cameron Parish, Louisiana",133.3,59300,6817,12.2,42.6,2.57,64.9,6.3,7.70252324
"Eddy County, New Mexico",170.8,57007,57578,14.1,36.5,2.66,50.3,5.8,9.558702453
"Park County, Montana",140.9,42942,15972,14.7,46.6,2.28,52.2,5.4,3.270009343
"Plumas County, California",167.2,47964,18409,14,51.3,2.26,53,15.2,4.06430088
"Cherokee County, Alabama",191.2,38013,25859,18.6,45.4,2.28,62.1,7.9,4.687789513
"Luzerne County, Pennsylvania",181.1,44222,318449,15.8,42.9,2.39,45.5,7.8,5.103967071
"Calhoun County, Alabama",191.9,41123,115620,20.5,39.1,2.52,48.2,12.3,4.524919585
"Guadalupe County, Texas",162.9,61825,151249,10.4,36.6,2.89,54.6,5.7,5.319420421
"Northampton County, North Carolina",189.9,32063,20426,25.8,47.1,2.35,38.6,15.9,2.454590083
"Spencer County, Kentucky",180.9,67437,17894,8.8,40.5,2.72,64.1,6.4,6.220984215
"Tipton County, Tennessee",208.4,52339,61870,15.4,37,2.82,51.9,10.6,6.760732914
"Wheeler County, Texas",193.7,52548,5657,12,39,2.42,63.9,3.9,7.705934455
"Early County, Georgia",200.4,34906,10575,29.9,40.3,2.62,39.2,9.4,4.907216495
"Marquette County, Wisconsin",217.8,43661,15075,13,48.6,2.36,55.8,7.6,7.254261879
"Charlotte County, Virginia",182.2,36339,12201,20.7,44.6,2.57,44.5,4.9,2.903225806
"Barbour County, West Virginia",189.7,35615,16704,21.5,41.5,2.68,52,9,2.292860865
"Moultrie County, Illinois",177.7,52790,14931,11.8,41,2.51,57.8,4.9,8.42514582
"Isanti County, Minnesota",177.3,65342,38429,7.8,39.5,2.68,53.6,7.3,5.876216968
"Franklin Parish, Louisiana",140.5,32318,20410,29,37.9,2.54,42.8,11.5,5.698070375
"Pike County, Ohio",217.9,40512,28217,21.9,40.8,2.55,47.8,13.4,5.373276272
"Washington County, Indiana",205.3,43573,27827,16.2,40.7,2.62,52.5,10.1,5.667215815
"Russell County, Alabama",212.3,35585,59660,20.9,34.8,0.0259,44.1,11.1,6.285355123
"Glades County, Florida",135.3,38783,13670,21.1,45.3,3.04,44.3,12.9,1.600365798
"Lake County, Tennessee",247.6,28524,7576,41.9,40.3,2.38,32.9,10.1,4.662698413
"Switzerland County, Indiana",232.3,47606,10524,17.4,40.1,2.55,56.7,9.6,3.788224555
"Kiowa County, Kansas",141.4,46318,2564,12.8,41.7,2.21,60,4,3.783783784
"Holmes County, Ohio",147.4,50069,43909,12.4,30.4,3.36,60.3,4.2,7.899124635
"Irwin County, Georgia",192.8,35955,9245,25.3,39,2.71,47.3,6.8,5.602094241
"Mercer County, North Dakota",151.9,74047,8853,7.3,45.6,2.31,62.8,3.2,2.630005977
"Greene County, Missouri",173.6,40386,288072,20.6,35.6,2.31,47.4,6.8,5.445266147
"Appomattox County, Virginia",178.9,44397,15414,15.1,42.3,2.55,54.3,6.6,4.406073236
"Lafayette County, Missouri",174.5,48128,32701,13.4,41,2.44,56,6.9,6.850471234
"Corson County, South Dakota",195.9,31420,4197,38.6,29.8,3.37,39.9,29.4,9.343715239
"Hendry County, Florida",163.7,38494,39119,25.3,33.8,3.18,45.5,11.9,7.09833795
"Livingston County, New York",172,49920,64717,14.7,40.1,2.42,47.2,5.4,5.026285421
"Beaufort County, North Carolina",194,40357,47651,18.8,44.9,2.54,49.1,11.5,4.17432129
"Columbus County, North Carolina",193.6,34321,56694,24.3,41.5,2.47,45,9,5.168210629
"Grant County, Kentucky",205.4,46226,24757,16.9,36.7,2.91,54.9,6.8,7.708225556
"Jasper County, Georgia",169.3,41818,13635,18.2,39.9,2.61,53.8,12.7,3.74722134
"Jo Daviess County, Illinois",166.9,51282,22086,10.7,48.2,2.33,59.3,5.6,7.092543114
"Franklin city, Virginia",221.7,38583,8490,22.5,38,2.41,34.9,13.7,4.927099045
"Dakota County, Nebraska",177.8,50289,20781,14.8,33.7,2.81,57.1,7.4,9.833738848
"Cibola County, New Mexico",146.5,35081,27329,28.8,36.2,2.98,38.1,15.3,6.744769874
"Hardee County, Florida",161.9,35371,27502,29.9,34.8,3.33,43.9,11,6.773043626
"Berrien County, Michigan",179,44145,154636,17.7,41.4,2.46,50.1,9.4,5.359859567
"Beaverhead County, Montana",121.4,41602,9300,15.1,42.6,2.15,53.2,6.5,2.454308094
"Phillips County, Arkansas",248.7,28171,19513,35.3,37.8,2.48,35.7,18.1,6.831119545
"Orange County, North Carolina",157.3,60304,141354,14.1,33.3,2.47,45.2,6.4,4.202796852
"Nevada County, Arkansas",210.7,30935,8558,25.1,41.8,2.48,52.5,9.5,5.091311566
"Swift County, Minnesota",162.3,51032,9340,10.8,44.5,2.21,57.5,3.9,9.56284153
"Cumberland County, Virginia",179.2,41409,9719,19,44.3,2.45,45.8,10.1,7.259953162
"Jackson County, West Virginia",194.2,41121,29237,16.7,42.6,2.62,54.5,6.8,4.735242361
"Lee County, Arkansas",217.6,28006,9650,39.3,40.6,2.34,34.4,17.3,12.36017897
"Harrison County, Indiana",183.5,56787,39578,10,41.7,2.67,52.3,7.9,3.198968831
"Broome County, New York",163.6,46283,196567,17.2,39.9,2.37,43.8,7.8,4.2987606
"Amherst County, Virginia",183.9,43998,31914,13.7,43.6,0.0248,50.1,6.6,5.278870946
"Washington County, Alabama",212.2,41321,16804,18.5,40.9,2.75,52.4,20,6.039551042
"Jessamine County, Kentucky",186.9,51227,51961,14.7,37.4,2.65,55.1,8.8,5.553303608
"Richmond County, Virginia",176.2,42204,8908,19.7,43.7,2.47,46.6,8.7,8.755129959
"Ferry County, Washington",161.1,39992,7582,22.4,47.7,2.39,48.2,12.2,4.978354978
"Ste. Genevieve County, Missouri",187.7,46874,17919,13.1,42.5,2.48,57.7,5.4,4.229447528
"Quay County, New Mexico",190.6,29069,8455,23.9,45.7,2.59,45,5,4.063068526
"Washington County, Colorado",118.4,45784,4864,11.4,44.4,2.3,60.9,5.1,6.155507559
"Gilliam County, Oregon",174.2,51978,1859,11.7,48.2,2.24,59,9.2,3.333333333
"Summers County, West Virginia",170.4,32456,13239,25.8,46.3,2.22,53.5,10,3.812668868
"Wells County, Indiana",157,51182,27964,10.7,41.2,2.52,58.4,4.1,5.617591479
"Hopkins County, Texas",181.2,44076,36223,20.3,39.2,2.65,57.4,7.1,7.914410931
"Stafford County, Virginia",175.6,92647,142003,5.9,34.7,3.08,57.4,5.5,4.970818505
"Nassau County, Florida",176.3,56728,78444,11.7,44.2,2.66,54.5,9.8,6.279473815
"Barron County, Wisconsin",168.4,46375,45563,13.7,43.9,2.35,55.8,6,5.884312202
"San Luis Obispo County, California",149.4,61775,281401,14.5,39.3,2.51,48.2,6.6,4.076692166
"Cass County, Texas",179,39256,30313,19.1,43.3,2.56,50.7,9.2,3.991528185
"Taylor County, Florida",198.5,36374,22493,23.4,41.2,2.44,43.5,9,8.854568855
"Sandoval County, New Mexico",135.7,56142,139394,12.6,469.2,2.83,49.7,9.2,5.497053425
"Walker County, Texas",164.6,39984,70699,26.3,35,2.37,38.5,4.4,3.854536397
"Juneau City and Borough, Alaska",166.3,80835,32756,7.9,37,2.62,48.7,5.2,5.601633278
"Benewah County, Idaho",222.2,46277,9052,15.7,45.4,2.45,52.3,10.1,5.089647195
"Dickens County, Texas",151.4,35924,2206,22.1,43.1,2.36,52.5,13.6,6.788511749
"Garfield County, Nebraska",141,40436,2028,11.8,51.4,2.1,57,3.5,3.095975232
"Cotton County, Oklahoma",192.4,41469,5996,17.8,41.5,2.48,58.9,9.2,5.31996916
"Lincoln County, Kentucky",199.1,35368,24463,27.6,40.3,2.48,53.9,10.5,7.499096494
"Carroll County, Tennessee",207.8,36627,27910,20.8,42.6,2.45,50.4,11.5,4.483306836
"Maury County, Tennessee",187.4,51303,87757,15.5,38.6,2.55,50.8,7.7,5.317306713
"Miami County, Ohio",177.8,51868,104224,10.6,41.4,2.49,53.9,7.6,4.84544324
"Anne Arundel County, Maryland",176,86654,564195,6.7,38.4,2.66,51.7,5.9,5.291115354
"Pendleton County, Kentucky",188.1,47023,14408,15.6,41.5,2.67,55.5,6.4,5.568862275
"Alexander County, North Carolina",174.4,43043,37325,16.4,42.1,2.65,51.2,9,3.572800615
"Delta County, Michigan",178.5,43338,36377,14.8,46.4,2.3,54,9.2,3.887024609
"Pulaski County, Kentucky",219.5,32767,63782,26,42,2.45,52.1,9.1,6.00624025
"Presque Isle County, Michigan",171.8,39420,12841,16.1,53.2,2.13,59.6,13.1,3.178368121
"Calhoun County, South Carolina",150.9,41209,14781,19.3,45.3,2.45,53.3,8.6,5.434122647
"Scott County, Iowa",185.1,54959,172126,12.2,37.6,2.46,50.7,5.4,5.083188478
"Osborne County, Kansas",166.2,38848,3683,12.9,48.5,2.08,59.6,4,4.141104294
"Marshall County, Mississippi",213.6,37554,35916,21.5,39.6,2.63,43.9,8.4,3.7384301
"Lake County, Florida",171.3,46895,325875,13.8,46.4,2.57,54.9,9.7,5.546022599
"Barbour County, Alabama",192.7,34971,26489,25.4,38.8,2.61,41.5,17.6,6.266977105
"Tangipahoa Parish, Louisiana",207.1,39927,128755,22.5,412.8,2.68,44.4,10.7,3.432793045
"Miami County, Kansas",150.2,63924,32553,9.5,40.4,2.55,59.3,5.6,6.683134349
"Oglethorpe County, Georgia",150.6,46840,14871,15.8,42.4,2.63,52.6,5.3,6.672760512
"Newberry County, South Carolina",185.1,42000,38012,19.4,40.9,2.55,45.6,10.2,5.557586837
"Lawrence County, Arkansas",213.5,34916,16779,23,41.1,2.45,48.9,6.9,5.841924399
"Keweenaw County, Michigan",113.5,40411,2168,12.7,54.5,2.1,55.6,7,7.936507937
"Pinal County, Arizona",133.5,49876,406584,17.6,37.6,2.87,49.9,10.6,5.719536436
"Brooks County, Texas",173.3,27875,7230,32.4,31.7,3.31,32.8,19.8,6.831489915
"Jasper County, Missouri",187.3,40047,118596,19.6,35.5,2.52,51.4,6,5.712144998
"San Bernardino County, California",168,51951,2128133,20.4,32.5,3.33,45.4,12.6,6.007621442
"Vinton County, Ohio",184.3,37633,13048,23.7,41,2.63,54.3,12,8.863399374
"Clay County, Texas",167.3,50993,10360,13.5,45.7,2.51,59.7,6.8,4.377431907
"Wright County, Missouri",203.2,31600,18268,22.7,41.7,0.0248,54,9.4,5.680317041
"Bacon County, Georgia",192,34201,11299,25.9,37.1,2.71,53.5,4.4,3.53909465
"Bedford County, Pennsylvania",151.2,46890,48586,13.6,45,2.43,57.2,7.3,4.585306863
"Attala County, Mississippi",200.3,32521,19043,23.6,40.8,2.52,46.7,12.6,6.091370558
"Lawrence County, Tennessee",187.3,34614,42564,21.8,39.9,2.59,55.2,10.8,7.666385847
"Medina County, Texas",155.6,53440,48417,14.3,38.5,2.98,54.3,6.6,9.143368819
"Daviess County, Kentucky",199.4,43390,99259,15,39.1,0.0248,52.7,6.8,4.970419505
"Schuyler County, Illinois",214.2,47092,7032,13.2,44.7,2.2,52.2,5.3,5.282199711
"Beaufort County, South Carolina",146.9,55427,179589,12.9,42.8,2.51,54.4,7.2,6.319887594
"Logan County, Colorado",150.7,45439,22036,17.7,37.6,2.61,46.5,9,2.713797035
"Sherman County, Oregon",180.4,53277,1680,14.2,49.8,2.22,53.6,7.9,7.333333333
"Gordon County, Georgia",191.7,43880,56574,17.8,37,2.83,53.8,8.3,6.428197261
"Sabine County, Texas",199.9,35701,10368,19,50.4,2.73,49.5,12.1,5.158324821
"Wake County, North Carolina",155.3,66950,1024198,11.5,35.3,2.61,51.6,6.4,4.983090176
"Kingman County, Kansas",129.4,53378,7687,11.2,45.2,2.54,56.6,5.7,7.676767677
"Mower County, Minnesota",155.6,47537,39116,12.1,39,2.51,53.1,6.5,6.166646274
"Hawkins County, Tennessee",211.8,39506,56471,19.6,43.4,2.42,52.7,10,4.203166439
"King County, Washington",152.7,75738,2117125,11.3,37.2,2.45,49.5,6.3,5.202119227
"Aurora County, South Dakota",158.3,50896,2733,10.8,41.8,2.24,61.6,1.9,10.62992126
"Lamb County, Texas",183.6,37111,13385,22.6,36.1,2.78,54.5,6.2,6.74955595
"Rockland County, New York",142.9,83162,326037,14.7,36.3,3.17,53.1,7.9,6.943122405
"Ozaukee County, Wisconsin",161.9,77364,87850,5,43.8,2.5,60.5,4.5,4.880531448
"LaPorte County, Indiana",192.5,46243,110884,17.9,39.9,2.38,48.5,9.8,5.182440874
"Thomas County, Georgia",199,36973,45063,24.5,39.4,2.53,45.8,10.5,6.247570929
"De Witt County, Illinois",195.5,55193,16247,10.9,42.8,2.36,56.5,7.7,8.025966362
"Monroe County, Illinois",153.4,73684,33879,5.1,42.1,2.62,62.2,5.2,5.213333333
"Bond County, Illinois",171.7,49886,16950,16.2,40.1,2.57,47.5,6.4,5.736868944
"Dooly County, Georgia",124.3,31103,14035,30.4,41.4,2.52,40.3,11.7,1.972242513
"Greene County, Illinois",197.6,39738,13241,16.2,42.6,2.43,51.6,9.4,5.104572847
"Mercer County, Pennsylvania",186.7,43559,114234,14.6,43.8,2.37,49.3,6.8,4.669101054
"Henry County, Kentucky",233.2,43799,15620,18.3,41.3,2.57,54.1,6.6,5.429997065
"Norfolk city, Virginia",193.6,42567,246393,23.4,30,2.53,34.1,10.9,6.373340936
"Escambia County, Florida",186.7,46139,311003,15.3,37.2,2.53,41.3,9.4,4.387164057
"Divide County, North Dakota",93.8,67344,2450,8.3,51.7,2.07,64.5,0.7,14.4
"Sherburne County, Minnesota",170.5,76512,91705,7.2,35.3,2.89,57.2,5.2,6.543533237
"Gogebic County, Michigan",195.2,33600,15431,20.9,48.3,2.1,46,9.5,2.773556231
"White County, Tennessee",203.7,35400,26521,21.9,42.5,2.65,53.9,10.5,5.225066196
"New Haven County, Connecticut",169,60387,859470,13,39.8,2.56,44.7,9.5,4.240824844
"Rice County, Kansas",173.6,49152,9977,14.7,37.9,2.42,56.4,5.5,5.697730565
"Jefferson Davis County, Mississippi",216.1,28271,11665,29.8,43.1,2.35,41.6,12.9,7.061933535
"Union County, Ohio",165.7,69900,54277,7.7,38.1,2.73,56.7,4.2,5.668411867
"Pend Oreille County, Washington",190.5,42579,13088,22.3,49.3,2.38,55.9,10.3,5.587583149
"San Mateo County, California",140,100806,765135,7.5,39.5,2.85,51.9,6.7,5.015576324
"Bayfield County, Wisconsin",171.7,44395,14977,13.6,50.8,2.16,58.5,7.2,5.547054323
"Franklin County, Alabama",198.2,33881,31696,23.1,38.8,2.62,50.3,9.8,3.264508929
"Burlington County, New Jersey",171.6,80479,450226,7.2,41,2.66,50.8,8.5,4.910516481
"Miami-Dade County, Florida",137.3,42754,2693117,20.4,39,3.08,40.7,10,4.372227998
"Crittenden County, Kentucky",211.2,38338,9183,20.3,43,2.4,57.4,7.1,4.350132626
"Scott County, Indiana",217,41649,23744,17.6,40.3,2.61,52.1,11,3.652716593
"Wichita County, Texas",184.8,43379,131705,19.3,34,2.45,45,6.1,6.108318631
"Clay County, Mississippi",187.5,33939,20048,28.4,38.8,2.57,44.2,16.2,3.726061615
"Lewis County, New York",173.6,47542,26957,14.3,41.4,0.0254,56,8.3,5.441478439
"Chilton County, Alabama",195.9,41450,43943,18.1,38.8,2.68,54.4,9.1,5.95355245
"Callaway County, Missouri",180.1,49384,44834,14.2,37.8,2.52,47.4,5.1,4.53252418
"Weakley County, Tennessee",205.4,36205,33960,21.5,36.9,2.32,49,11.2,5.005740528
"Suffolk County, New York",163.8,85886,1501587,7.7,40.6,2.98,51.4,6.4,4.419518742
"Jefferson County, Montana",185.5,61575,11645,10.4,47.7,2.51,59.5,6.6,4.111531191
"Washington County, New York",198.4,47547,62230,14.6,42.9,2.45,49.1,9.5,4.671621417
"Hardeman County, Tennessee",213.7,35321,25707,25.3,39.8,2.59,41.1,18.7,4.627249357
"Elbert County, Colorado",148.3,83603,24735,5.9,45.1,2.82,62.6,6.7,3.311386522
"Mackinac County, Michigan",160.3,39359,10890,15.4,50.9,2.07,54.2,12.5,3.381147541
"Alamosa County, Colorado",165.7,38140,16496,22.5,30.1,2.56,45.1,10.4,4.898266767
"Day County, South Dakota",150.3,43305,5539,16.3,48,2.15,56.2,3.9,8.546059933
"St. Louis city, Missouri",214.3,35681,315685,28.8,34.6,2.2,28.6,12.4,4.685604704
"Coke County, Texas",151.8,41593,3238,14.9,49.3,1.95,64.7,3.1,0.284090909
"Litchfield County, Connecticut",151.2,73413,183603,7.7,46,2.46,53.8,7.1,3.812301967
"Albany County, New York",176.1,60371,309381,13.5,37.9,2.35,40.8,6.4,3.774039071
"Brooke County, West Virginia",186.2,43572,23350,15.1,45.9,2.26,50.3,6.4,4.970530452
"Blackford County, Indiana",189.1,39563,12298,15,43.3,2.35,54.3,9.8,6.987761548
"Wilbarger County, Texas",181.5,39377,13027,15.8,37.6,2.41,48.8,7.5,6.288032454
"Hancock County, Maine",165.4,45807,54659,12.9,47.4,2.18,54.1,7.7,5.103569855
"Rogers County, Oklahoma",174.5,56465,90802,10,38.8,2.64,59.6,5.5,5.259595862
"McPherson County, Kansas",161.2,57878,28941,8.8,42,2.37,58.9,3.1,6.078625702
"Aroostook County, Maine",188.2,36066,68628,20.1,46.6,2.24,54.1,7.5,5.029215359
"Grenada County, Mississippi",225.1,33650,21578,24.8,40.4,2.86,39.3,9.4,1.946661476
"Walla Walla County, Washington",162.8,49819,60338,15.7,36.9,2.5,46.5,6.4,4.138710893
"Fairbanks North Star Borough, Alaska",177.2,67801,99631,9.5,30.4,2.69,49.7,7.9,7.382577604
"Laurens County, Georgia",169.7,35807,47731,25.4,38.5,2.65,45,6.6,4.598218303
"Madera County, California",147.5,43171,154998,22.3,33.5,3.35,47.6,7.5,6.972732188
"Jeff Davis County, Georgia",171.6,35235,14920,24.8,36.1,2.75,54.9,6.6,4.831625183
"Madison County, Texas",165.3,39030,14065,21.5,35.1,2.32,43.3,5.7,8.393501805
"Adair County, Missouri",162.6,35425,25378,26.9,27.9,2.36,39.1,7.9,3.767349636
"Lyon County, Iowa",151.7,61750,11745,7.9,38.4,2.57,65.2,2.4,6.586310805
"Niobrara County, Wyoming",180.6,45251,2542,14.7,43,2.15,55.4,1.6,6.042296073
"Montgomery County, Indiana",171,46945,38227,12.3,40.2,2.52,53.1,6.9,6.749577397
"Winkler County, Texas",182.9,55493,8005,13.5,33,2.84,55.5,2.5,7.146724418
"Greene County, Iowa",186.9,49125,9027,13.2,45.1,2.3,61,5.6,9.971346705
"Lafayette County, Mississippi",168.3,40797,53154,25.9,28.5,2.65,36.3,8.4,4.979333506
"Saratoga County, New York",174.2,71885,226249,7.2,41.8,2.44,54,6,4.520913789
"Roscommon County, Michigan",201.8,35002,23898,20.7,54.4,2.06,53.8,14.2,5.928954766
"Lavaca County, Texas",148.2,47041,19836,13.8,44.9,2.48,60,4,5.642384106
"Milam County, Texas",206.1,41849,24513,18.3,41.4,2.56,51.3,9.6,3.708958249
"Albemarle County, Virginia",143.8,67083,105703,9.1,38.6,2.45,51,3.8,5.043113678
"Los Alamos County, New Mexico",114.5,108477,17785,4.2,43.5,2.34,65.5,3.5,5.543652919
"King and Queen County, Virginia",180.3,46331,7158,14.8,45.9,2.46,53.7,5.5,9.290030211
"Pike County, Indiana",174.1,47217,12594,11.3,43.4,2.49,59.7,5.1,6.414219475
"Fulton County, Pennsylvania",177.5,48084,14629,13.3,43.2,2.46,58,7.5,4.970178926
"Unicoi County, Tennessee",196.1,37632,17860,20.1,45.7,2.36,52.8,13.7,6.395035078
"Lake County, South Dakota",155.3,53175,12622,9.5,41.9,2.38,55.2,4.4,4.12979351
"Newton County, Mississippi",185.3,35185,21747,22.3,37.7,2.61,48.9,10.6,4.476744186
"Mellette County, South Dakota",240.1,34237,2050,33.2,32,3.04,42.1,12,8.374384236
"Ouachita Parish, Louisiana",199.7,40877,156761,23.6,34.7,2.55,41.9,8,6.070254725
"Dutchess County, New York",164.8,70925,295754,10.2,41.2,2.61,48.7,8.7,3.807095815
"Clay County, Kansas",169.2,53131,8347,10.9,42.2,2.45,62.3,1.9,6.744328633
"Bucks County, Pennsylvania",168.7,77823,627367,6.6,43,2.65,55.5,7,4.681322269
"Benton County, Arkansas",166.2,57408,249672,11.9,35,2.75,59.9,4.2,5.82126689
"Osage County, Kansas",181.3,52749,15847,12.9,42.6,2.44,57.4,8.2,4.447806354
"Hardy County, West Virginia",153,41010,13852,15.3,44.5,2.69,50.1,7.9,2.955003358
"Greene County, Tennessee",194.7,36740,68580,17.7,43.7,2.38,53,8.7,3.90120498
"Crawford County, Illinois",191.5,45889,19414,15.2,42.4,2.37,52.9,6.8,3.962879358
"Oscoda County, Michigan",199.5,33975,8251,20.5,51.3,2.27,55.7,13.2,5.041436464
"Wolfe County, Kentucky",259.5,25768,7259,36.2,41.8,2.45,49.7,9.7,5.395462906
"Lorain County, Ohio",182.1,52331,305147,14.7,41,2.5,49.3,8.8,4.894050891
"Shelby County, Texas",193.9,35772,25402,22,36.9,2.72,48,7.9,9.509579891
"Livingston County, Illinois",176.6,53918,36671,11.9,41.3,2.32,49.9,6.3,7.034382214
"Bergen County, New Jersey",147.3,84309,938506,7.6,41.5,2.73,54.2,6.5,4.077070131
"Clark County, Kansas",153.7,47650,2096,13,44.4,2.25,57.7,1.4,6.746987952
"Plymouth County, Massachusetts",176,74576,510393,8.5,42.1,2.71,50.9,7.9,4.322689366
"Harlan County, Nebraska",223.9,46744,3452,11.4,49.5,2.19,62.4,1.7,5.410122164
"Colfax County, Nebraska",163,50758,10520,10.3,34.2,2.87,56.8,6.4,6.487488415
"West Carroll Parish, Louisiana",195.6,33959,11293,22.5,39.7,2.48,46.6,11.9,5.737356566
"Cherry County, Nebraska",148.7,43564,5848,13.3,43.9,2.14,68,2.6,4.047619048
"Williams County, North Dakota",170.1,86354,35294,6.9,32.6,2.4,55.3,1.7,9.9672438
"Ottawa County, Kansas",151.2,52744,5975,10.4,42.2,2.39,63.8,5.3,1.470588235
"Carroll County, New Hampshire",168.8,57556,47285,10.7,50.3,2.22,59.4,5.8,7.381867511
"Meade County, Kentucky",225.1,52377,27924,12.6,36.7,2.73,57.1,11.5,6.956521739
"Nelson County, Kentucky",185.4,54540,45126,12.7,37.9,2.62,54.7,9.8,7.048374906
"Boone County, Iowa",171,54186,26643,10.4,41.3,0.0237,54.1,4.7,4.473125884
"Delta County, Texas",184.1,38304,5217,20,43.5,2.67,58.1,13.6,11.27029608
"Warren County, North Carolina",185.4,33869,20155,22.8,46.1,2.48,41.7,10.7,4.839989421
"Pulaski County, Illinois",192.1,33943,5678,23,43.5,2.5,46,16.2,6.129303107
"Livingston County, Missouri",203.2,47937,15028,16.6,42,2.39,52.9,5.1,7.023060797
"Douglas County, Washington",157.4,51151,40534,15.5,37,2.76,58.1,6.5,4.643274854
"Marion County, Arkansas",213.7,33181,16185,20.3,51.3,2.43,58.2,10.9,5.886450714
"Weston County, Wyoming",182.6,55520,7234,13.2,42.1,2.27,58,5.2,17.40104556
"Leflore County, Mississippi",234.6,26439,30999,40.1,32.9,2.76,27.4,16.3,4.749478079
"Vermilion County, Illinois",203.1,42036,79282,19,40,2.47,45.9,10.7,5.395305384
"Clark County, Missouri",228.4,43298,6801,15.7,43.7,2.42,58.5,4.5,7.955390335
"Johnson County, Indiana",165.1,58833,149633,10.2,37.3,2.69,57,6.3,4.614683861
"Orange County, Florida",161.7,47069,1288126,18.2,34.4,2.75,42.8,9.1,4.907650931
"Chippewa County, Minnesota",167.2,51274,12109,11.5,43,2.36,56.4,2.6,8.914100486
"Imperial County, California",130.3,38737,180191,23.6,32.2,3.61,44.2,17.4,7.022539698
"Custer County, Colorado",160.8,48368,4445,14.9,56.4,2.15,64.8,14,5.851979346
"Iberia Parish, Louisiana",205.9,45226,74103,19.4,35.8,0.0277,46,10.6,6.645642202
"Pepin County, Wisconsin",163.1,53828,7290,12.1,45.2,2.45,59.5,4.6,6.083916084
"Calvert County, Maryland",175.2,92446,90595,7.2,40.6,2.87,52.7,7.6,3.454078056
"St. Clair County, Michigan",189.5,50303,159875,13.8,42.8,2.47,53.7,10.4,4.646092865
"Roane County, Tennessee",198.7,43269,52753,18,46.1,2.4,54.7,9.8,3.126436782
"Grant County, Indiana",202.3,40234,67979,20,40,2.39,46.3,8.8,3.227955426
"Hillsborough County, New Hampshire",163.2,71233,406678,8.7,40.1,2.55,51.4,5.9,5.055576216
"Simpson County, Kentucky",225.7,45269,18006,15,39.6,2.56,52.4,7,5.726431608
"Keokuk County, Iowa",169.3,48316,10163,13.5,44.3,2.33,56.9,5.1,5.769230769
"Floyd County, Iowa",165.4,48292,15960,12.7,43.6,2.28,55.4,3.5,6.749226006
"Brown County, Kansas",184.2,45781,9776,17.3,42.5,2.38,56.5,4.5,7.974481659
"Thomas County, Kansas",154.5,50639,7904,11.3,35.3,2.39,55.6,2.7,5.794871795
"Cumberland County, Kentucky",185.7,29067,6759,27.8,44.8,2.45,51.3,10.2,2.826379542
